a8cfcb76-7f24-4420-a5ba-d46dd77bdffd	17-Apr-2020 (06:35:40.212806)	17-Apr-2020 (06:35:44.219322)	0.874	FROZEN,PICKED_UP	
2ec069e3-576f-48eb-869f-74a540ef840c	17-Apr-2020 (06:35:41.222624)	17-Apr-2020 (06:35:44.231169)	0.9963855421686747	COLD,PICKED_UP	
c18e1242-0856-4203-a98c-7066ead3bd6b	17-Apr-2020 (06:35:42.736982)	17-Apr-2020 (06:35:44.743051)	0.9985873605947956	COLD,PICKED_UP	
972aa5b8-5d83-4d5e-8cf3-8a1a1437b18a	17-Apr-2020 (06:35:42.232496)	17-Apr-2020 (06:35:45.244051)	0.9939	FROZEN,PICKED_UP	
58e9b5fe-3fde-4a27-8e98-682e58a4a65d	17-Apr-2020 (06:35:40.718758)	17-Apr-2020 (06:35:45.724746)	0.9946666666666667	FROZEN,PICKED_UP	
690b85f7-8c7d-4337-bd02-04e04454c826	17-Apr-2020 (06:35:41.727461)	17-Apr-2020 (06:35:45.735041)	0.9943726235741445	COLD,PICKED_UP	
66a2611c-9a93-4ccd-bb85-98f423247bf9	17-Apr-2020 (06:35:43.242904)	17-Apr-2020 (06:35:46.250882)	0.9973705179282869	COLD,PICKED_UP	
4cc9d503-4e0e-42a3-b200-87c785468df9	17-Apr-2020 (06:35:43.746499)	17-Apr-2020 (06:35:46.756506)	0.996875	COLD,PICKED_UP	
0a6537d7-9568-400e-9857-7aceb4e7347c	17-Apr-2020 (06:35:44.252469)	17-Apr-2020 (06:35:47.259762)	0.9484	FROZEN,PICKED_UP	
7a5ea4ed-e378-4354-8ab3-a09cf563f621	17-Apr-2020 (06:35:45.266541)	17-Apr-2020 (06:35:48.275613)	0.9922857142857142	FROZEN,PICKED_UP	
74e0893f-8544-4298-b507-9cf5ab847d83	17-Apr-2020 (06:35:44.760106)	17-Apr-2020 (06:35:48.765748)	0.9862857142857143	HOT,PICKED_UP	
